entity_id,entity_name,entity_type,alias,alias_type,source
EVT_ROAD_DAMAGE,公路损毁,Event,车辆失控,scene_expression,案例抽取自动补充:040_风电叶片运输车辆山路转弯事故_5f7b51bc
EVT_ROAD_DAMAGE,公路损毁,Event,车辆失控冲撞,scene_expression,案例抽取自动补充:006_矿山专用道路矿车刹车失灵冲撞事故_ebcf86b0
EVT_ROAD_DAMAGE,公路损毁,Event,车辆碰撞,scene_expression,案例抽取自动补充:034_港口滚装码头车辆上下船碰撞事故_65cb0299
EVT_ROAD_DAMAGE,公路损毁,Event,车辆碰撞施工设施,scene_expression,案例抽取自动补充:025_城市地铁施工占道路段车辆与围挡碰撞事故_6955d8c4
EVT_ROAD_DAMAGE,公路损毁,Event,车辆碰撞设施,scene_expression,案例抽取自动补充:040_案例40_城郊公交站牌货车避让行人撞毁站牌事故_13b6f187
EVT_ROAD_DAMAGE,公路损毁,Event,道路交通碰撞,scene_expression,案例抽取自动补充:032_城市生鲜配送三轮车逆行闯红灯碰撞事故_ad1d53f0
EVT_ROAD_DAMAGE,公路损毁,Event,道路塌陷,scene_expression,案例抽取自动补充:009_暴雨引发道路塌陷交通事故_f50e7896
EVT_ROAD_DAMAGE,公路损毁,Event,道路抛洒物事故,scene_expression,案例抽取自动补充:021_案例21_高速路货车遗撒碎石砸毁多车玻璃事故_66aa27e9
EVT_ROAD_DAMAGE,公路损毁,Event,道路损毁,official_variant,国家交通应急预案+人工整理
EVT_ROAD_DAMAGE,公路损毁,Event,道路滑坡,scene_expression,案例抽取自动补充:003_山区公路滑坡阻断交通事故_63a86176
EVT_ROAD_DAMAGE,公路损毁,Event,道路漫水,scene_expression,案例抽取自动补充:030_案例30_沿海公路涨潮海水漫路车辆被困事故_5c9abbf3
EVT_ROAD_DAMAGE,公路损毁,Event,限高架被撞断,scene_expression,案例抽取自动补充:022_高铁桥下道路限高架被货车撞断事故_7e31d62f
EVT_ROAD_DAMAGE,公路损毁,Event,隔音屏坠落砸车,scene_expression,案例抽取自动补充:035_城市高架路隔音屏脱落砸中过往车辆事故_eee5d463
EVT_ROAD_DAMAGE,公路损毁,Event,驾驶员昏迷车辆失控,scene_expression,案例抽取自动补充:003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,交通碰撞事故,scene_expression,案例抽取自动补充:018_大学校园内部通勤车与学生碰撞事故_dabddc72
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,公路交通应急事件,text_expression,国家交通应急预案+人工整理
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,公路交通紧急事件,scene_expression,国家交通应急预案+人工整理
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,公路突发事件,official_variant,国家交通应急预案+人工整理
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,农机具碰撞,scene_expression,案例抽取自动补充:045_水稻田机耕路插秧机与电动三轮车碰撞事故_07013028
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,山体滑坡,scene_expression,案例抽取自动补充:033_暴雨引发山体滑坡掩埋车辆事故_85efeb44
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,暴风雪天气导致的道路交通中断,scene_expression,案例抽取自动补充:049_高原公路暴风雪致车辆被困人员冻伤事故_f5f83a60
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,机动车与非机动车交通事故,scene_expression,案例抽取自动补充:029_案例29_城郊结合部网约车分心驾驶撞飞电动车事故_648d5644
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,浓烟引发多车碰撞,scene_expression,案例抽取自动补充:036_乡村道路秸秆焚烧浓烟致多车碰撞事故_8abdd7c8
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,渡船倾斜,scene_expression,案例抽取自动补充:022_案例22_城郊渡口渡船超载倾斜乘客恐慌事故_d7f8ef11
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,电动自行车碰撞,scene_expression,案例抽取自动补充:019_案例19_城市地下通道电动车逆行碰撞事故_12e40307
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,电动自行车碰撞行人,scene_expression,案例抽取自动补充:042_城市路口电动车逆行碰撞行人事故_202885c9
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,落石砸车,scene_expression,案例抽取自动补充:021_山区公路落石砸伤车辆事故_d001ab7c
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,观光自行车与轿车碰撞,scene_expression,案例抽取自动补充:032_案例32_城市公园周边观光自行车占道碰撞事故_ab195cb0
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆侧翻,scene_expression,案例抽取自动补充:008_共享单车批量转运车侧翻占道事故_2389421b
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆冲撞,scene_expression,案例抽取自动补充:038_农村红白事宴席占道引发货车冲撞事故_34e8aa66
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆冲撞行人,scene_expression,案例抽取自动补充:038_农村红白事宴席占道引发货车冲撞事故_34e8aa66
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆碰撞,scene_expression,案例抽取自动补充:038_案例38_乡村公路收割机占道行驶碰撞事故_f280c6b4
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆碰撞树木,scene_expression,案例抽取自动补充:017_案例17_校园周边校车避让学生撞树事故_674504cb
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆碰撞行人,scene_expression,案例抽取自动补充:007_乡村道路拖拉机与行人碰撞事故_7fd0535a
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,车辆闯入赛道,scene_expression,案例抽取自动补充:004_城市马拉松赛事管制路段社会车辆闯入事故_377921af
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,轨道交通碰撞,scene_expression,案例抽取自动补充:002_城市有轨电车与私家车路口碰撞事故_0b6ebf40
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,道路潮汐淹没车辆被困,scene_expression,案例抽取自动补充:020_沿海滩涂养殖区道路潮汐淹没车辆被困事故_ec74207e
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,道路雪崩,scene_expression,案例抽取自动补充:044_山区公路积雪雪崩阻断道路车辆被困事故_2852a114
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,铁路交通事故,scene_expression,案例抽取自动补充:045_案例45_城郊铁路平交道口电动车抢行被撞事故_6a091b7a
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,铁路交通碰撞,scene_expression,案例抽取自动补充:033_铁路货场内部道路货车与调车机车碰撞事故_c8866e0b
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,隧道积水车辆被困,scene_expression,案例抽取自动补充:005_案例5_城市下穿隧道积水车辆熄火被困事故_3fa003b7
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,隧道追尾事故,scene_expression,案例抽取自动补充:006_山区隧道群连环追尾事故_2368489c
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,集装箱脱落,scene_expression,案例抽取自动补充:001_港口疏港道路集装箱锁扣脱落坠箱事故_4c1cef4c
EVT_ROAD_EMERGENCY,公路交通突发事件,Event,非法闯入管制区域,scene_expression,案例抽取自动补充:049_航展活动周边管制路段社会车辆闯入事故_e6ca4429
EVT_ROAD_ICE,道路积冰,Event,结冰路面,scene_expression,国家交通应急预案+人工整理
EVT_ROAD_ICE,道路积冰,Event,路段积冰,text_expression,国家交通应急预案+人工整理
EVT_ROAD_ICE,道路积冰,Event,路面结冰,official_variant,国家交通应急预案+人工整理
EVT_ROAD_ICE,道路积冰,Event,车辆侧滑,scene_expression,案例抽取自动补充:037_冰雪路面高速多车连环追尾事故_5979c3c4
EVT_ROAD_ICE,道路积冰,Event,车辆侧滑碰撞,scene_expression,案例抽取自动补充:008_冰雪天气高速公路车辆侧滑碰撞事故_35ff869e
EVT_ROAD_ICE,道路积冰,Event,车辆侧翻,scene_expression,案例抽取自动补充:023_冬季滑雪场入口摆渡车侧翻事故_eb418cc6
EVT_ROAD_INTERRUPTION,公路中断,Event,交通中断,text_expression,国家交通应急预案+人工整理
EVT_ROAD_INTERRUPTION,公路中断,Event,农机具碰撞,scene_expression,案例抽取自动补充:045_水稻田机耕路插秧机与电动三轮车碰撞事故_07013028
EVT_ROAD_INTERRUPTION,公路中断,Event,多车剐蹭,scene_expression,案例抽取自动补充:032_草原天路自驾车队多车连环剐蹭事故_885c40fa
EVT_ROAD_INTERRUPTION,公路中断,Event,多车追尾,scene_expression,案例抽取自动补充:025_城市快速路多车追尾事故_91cf4a2e
EVT_ROAD_INTERRUPTION,公路中断,Event,多车追尾引发火灾,scene_expression,案例抽取自动补充:022_高速多车追尾引发大火事故_161260cb
EVT_ROAD_INTERRUPTION,公路中断,Event,客车坠崖,scene_expression,案例抽取自动补充:012_山区公路客车坠崖事故_8922caf2
EVT_ROAD_INTERRUPTION,公路中断,Event,山体滑坡,scene_expression,案例抽取自动补充:033_暴雨引发山体滑坡掩埋车辆事故_85efeb44
EVT_ROAD_INTERRUPTION,公路中断,Event,拖拉机与电动三轮车碰撞,scene_expression,案例抽取自动补充:014_乡村田间道路拖拉机碰撞事故_649b4404
EVT_ROAD_INTERRUPTION,公路中断,Event,拖拉机翻车,scene_expression,案例抽取自动补充:039_乡村道路拖拉机载人翻车事故_9fe7f07a
EVT_ROAD_INTERRUPTION,公路中断,Event,无人机坠落引发追尾事故,scene_expression,案例抽取自动补充:037_高速公路无人机掉落引发多车急刹追尾事故_9ff3d797
EVT_ROAD_INTERRUPTION,公路中断,Event,暴风雪天气导致的道路交通中断,scene_expression,案例抽取自动补充:049_高原公路暴风雪致车辆被困人员冻伤事故_f5f83a60
EVT_ROAD_INTERRUPTION,公路中断,Event,机动车与非机动车交通事故,scene_expression,案例抽取自动补充:029_案例29_城郊结合部网约车分心驾驶撞飞电动车事故_648d5644
EVT_ROAD_INTERRUPTION,公路中断,Event,校车与货车碰撞,scene_expression,案例抽取自动补充:024_乡村道路校车与货车碰撞事故_056bd8b5
EVT_ROAD_INTERRUPTION,公路中断,Event,浮桥倾斜,scene_expression,案例抽取自动补充:010_黄河滩区浮桥车辆超重致浮桥倾斜事故_e41cbeba
EVT_ROAD_INTERRUPTION,公路中断,Event,浮桥坍塌,scene_expression,案例抽取自动补充:005_山区水上浮桥重载货车坠河事故_b6cf7837
EVT_ROAD_INTERRUPTION,公路中断,Event,消防通道堵塞,scene_expression,案例抽取自动补充:030_城市老旧小区内部道路消防车被石墩堵路延误救援事故_eec13e0f
EVT_ROAD_INTERRUPTION,公路中断,Event,渡船倾斜,scene_expression,案例抽取自动补充:022_案例22_城郊渡口渡船超载倾斜乘客恐慌事故_d7f8ef11
EVT_ROAD_INTERRUPTION,公路中断,Event,烟花爆竹车辆侧翻燃爆,scene_expression,案例抽取自动补充:017_烟花爆竹运输车省道侧翻燃爆事故_ddec56f9
EVT_ROAD_INTERRUPTION,公路中断,Event,电动自行车碰撞,scene_expression,案例抽取自动补充:019_案例19_城市地下通道电动车逆行碰撞事故_12e40307
EVT_ROAD_INTERRUPTION,公路中断,Event,电动自行车碰撞行人,scene_expression,案例抽取自动补充:042_城市路口电动车逆行碰撞行人事故_202885c9
EVT_ROAD_INTERRUPTION,公路中断,Event,观光自行车与轿车碰撞,scene_expression,案例抽取自动补充:032_案例32_城市公园周边观光自行车占道碰撞事故_ab195cb0
EVT_ROAD_INTERRUPTION,公路中断,Event,设备坠落伤人,scene_expression,案例抽取自动补充:050_城市垃圾清运车液压尾板故障坠落砸伤路人事故_a3c23fcc
EVT_ROAD_INTERRUPTION,公路中断,Event,货物散落,scene_expression,案例抽取自动补充:044_案例44_高速货车拉运家具未固定散落事故_fafd00f0
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆侧滑,scene_expression,案例抽取自动补充:017_山区公路雾凇路段车辆侧滑事故_f1b5cc26
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆侧滑碰撞,scene_expression,案例抽取自动补充:008_冰雪天气高速公路车辆侧滑碰撞事故_35ff869e
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆侧翻,scene_expression,案例抽取自动补充:035_光伏电站场内道路组件运输车侧翻事故_dc313de7
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆冲撞,scene_expression,案例抽取自动补充:038_农村红白事宴席占道引发货车冲撞事故_34e8aa66
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆冲撞行人,scene_expression,案例抽取自动补充:038_农村红白事宴席占道引发货车冲撞事故_34e8aa66
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆剐蹭,scene_expression,案例抽取自动补充:010_农机跨区作业车队国道剐蹭拥堵事故_f0265085
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆剐蹭电线杆,scene_expression,案例抽取自动补充:022_乡村道路农用无人机运输车剐蹭电线杆致电线掉落事故_f09a10d9
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆坠崖,scene_expression,案例抽取自动补充:047_输变电工程塔材运输车辆山路坠崖事故_78692d8c
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆坠海,scene_expression,案例抽取自动补充:028_渔港码头道路货车坠海事故_fb0db251
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆失控,scene_expression,案例抽取自动补充:012_跨海大桥强台风车辆连环失控事故_ad834cbb
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆失控冲撞,scene_expression,案例抽取自动补充:006_矿山专用道路矿车刹车失灵冲撞事故_ebcf86b0
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆碰撞,scene_expression,案例抽取自动补充:013_农村机耕路履带式收割机与电动三轮车碰撞事故_dc8e78a0
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆碰撞行人,scene_expression,案例抽取自动补充:015_城市小区门口车辆碰撞儿童事故_50ca750e
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆追尾,scene_expression,案例抽取自动补充:029_高速公路ETC车道前车倒车后车追尾事故_a9d9ee6f
EVT_ROAD_INTERRUPTION,公路中断,Event,车辆陷沙,scene_expression,案例抽取自动补充:031_沙漠公路车辆陷沙致多车滞留事故_fec06b64
EVT_ROAD_INTERRUPTION,公路中断,Event,轨道交通碰撞,scene_expression,案例抽取自动补充:002_城市有轨电车与私家车路口碰撞事故_0b6ebf40
EVT_ROAD_INTERRUPTION,公路中断,Event,轨道交通车辆卡轨,scene_expression,案例抽取自动补充:015_城市有轨电车平交道口货车卡轨事故_a2b74e16
EVT_ROAD_INTERRUPTION,公路中断,Event,追尾事故,scene_expression,案例抽取自动补充:012_案例12_山区雾区客车追尾货车乘客被困事故_c8333410
EVT_ROAD_INTERRUPTION,公路中断,Event,通行中断,scene_expression,国家交通应急预案+人工整理
EVT_ROAD_INTERRUPTION,公路中断,Event,道路中断,official_variant,国家交通应急预案+人工整理
EVT_ROAD_INTERRUPTION,公路中断,Event,道路雪崩,scene_expression,案例抽取自动补充:044_山区公路积雪雪崩阻断道路车辆被困事故_2852a114
EVT_ROAD_INTERRUPTION,公路中断,Event,铁路交通事故,scene_expression,案例抽取自动补充:045_案例45_城郊铁路平交道口电动车抢行被撞事故_6a091b7a
EVT_ROAD_INTERRUPTION,公路中断,Event,闯红灯交通事故,scene_expression,案例抽取自动补充:003_案例3_城郊结合部渣土车闯红灯撞毁电动车事故_732687a5
EVT_ROAD_INTERRUPTION,公路中断,Event,限高架被撞断,scene_expression,案例抽取自动补充:022_高铁桥下道路限高架被货车撞断事故_7e31d62f
EVT_ROAD_INTERRUPTION,公路中断,Event,驾驶员昏迷车辆失控,scene_expression,案例抽取自动补充:003_高原公路缺氧致驾驶员昏迷车辆失控事故_7f42eea9
EVT_ROAD_INTERRUPTION,公路中断,Event,高速追尾事故,scene_expression,案例抽取自动补充:041_高速多车追尾引发大火事故_161260cb
EVT_SNOW_DISASTER,雪灾,Event,强降雪灾害,text_expression,国家交通应急预案+人工整理
EVT_SNOW_DISASTER,雪灾,Event,暴雪灾害,official_variant,国家交通应急预案+人工整理
EVT_SNOW_DISASTER,雪灾,Event,雪情灾害,scene_expression,国家交通应急预案+人工整理
EVT_SOCIAL_SECURITY,社会安全事件,Event,社会安全突发事件,text_expression,国家交通应急预案+人工整理
EVT_SOCIAL_SECURITY,社会安全事件,Event,社会安全类事件,official_variant,国家交通应急预案+人工整理
EVT_SOCIAL_SECURITY,社会安全事件,Event,社会稳定事件,scene_expression,国家交通应急预案+人工整理
EVT_SOCIAL_SECURITY,社会安全事件,Event,非法闯入管制区域,scene_expression,案例抽取自动补充:049_航展活动周边管制路段社会车辆闯入事故_e6ca4429
EVT_STORM_SURGE,风暴潮,Event,海潮灾害,scene_expression,国家交通应急预案+人工整理
EVT_STORM_SURGE,风暴潮,Event,风暴增水,text_expression,国家交通应急预案+人工整理
EVT_STORM_SURGE,风暴潮,Event,风暴潮灾害,official_variant,国家交通应急预案+人工整理
EVT_STRONG_EARTHQUAKE,强地震,Event,5级以上地震,scene_expression,国家交通应急预案+人工整理
EVT_STRONG_EARTHQUAKE,强地震,Event,强烈地震,text_expression,国家交通应急预案+人工整理
EVT_STRONG_EARTHQUAKE,强地震,Event,强震,official_variant,国家交通应急预案+人工整理
EVT_SUDDEN_GEOLOGICAL,突发地质灾害,Event,地质突发事件,text_expression,国家交通应急预案+人工整理
EVT_SUDDEN_GEOLOGICAL,突发地质灾害,Event,突发地质险情,scene_expression,国家交通应急预案+人工整理
EVT_SUDDEN_GEOLOGICAL,突发地质灾害,Event,突发性地质灾害,official_variant,国家交通应急预案+人工整理
EVT_SUPPLY_SHORTAGE,重要物资短缺,Event,物资短缺,text_expression,国家交通应急预案+人工整理
EVT_SUPPLY_SHORTAGE,重要物资短缺,Event,重要物资供应不足,scene_expression,国家交通应急预案+人工整理
EVT_SUPPLY_SHORTAGE,重要物资短缺,Event,重要物资缺乏,official_variant,国家交通应急预案+人工整理
EVT_TERROR_ATTACK,恐怖袭击事件,Event,恐怖袭击,text_expression,国家交通应急预案+人工整理
EVT_TERROR_ATTACK,恐怖袭击事件,Event,恐袭事件,official_variant,国家交通应急预案+人工整理
EVT_TERROR_ATTACK,恐怖袭击事件,Event,暴恐袭击事件,scene_expression,国家交通应急预案+人工整理
EVT_TRAFFIC_ACCIDENT,交通事故,Event,举升机倒塌,scene_expression,案例抽取自动补充:044_高速公路服务区汽修区车辆举升机倒塌事故_73fc72b8
EVT_TRAFFIC_ACCIDENT,交通事故,Event,交通碰撞事故,scene_expression,国家交通应急预案+人工整理
EVT_TRAFFIC_ACCIDENT,交通事故,Event,农机具碰撞,scene_expression,案例抽取自动补充:045_水稻田机耕路插秧机与电动三轮车碰撞事故_07013028
EVT_TRAFFIC_ACCIDENT,交通事故,Event,农用车侧翻,scene_expression,案例抽取自动补充:015_案例15_乡村机耕路农用车侧翻压伤路人事故_6175a9e6
EVT_TRAFFIC_ACCIDENT,交通事故,Event,加油站火灾,scene_expression,案例抽取自动补充:018_高速服务区加油站起火事故_b0ce6eb0
EVT_TRAFFIC_ACCIDENT,交通事故,Event,危化品运输车辆与火车碰撞,scene_expression,案例抽取自动补充:038_危化品运输车与火车碰撞事故_98cb0816
EVT_TRAFFIC_ACCIDENT,交通事故,Event,多车剐蹭,scene_expression,案例抽取自动补充:032_草原天路自驾车队多车连环剐蹭事故_885c40fa
EVT_TRAFFIC_ACCIDENT,交通事故,Event,多车追尾,scene_expression,回归案例驱动补充
EVT_TRAFFIC_ACCIDENT,交通事故,Event,施工区域碰撞,scene_expression,案例抽取自动补充:010_施工路段交通事故致人被困事故_508789f5
EVT_TRAFFIC_ACCIDENT,交通事故,Event,施工区域车辆碰撞行人,scene_expression,案例抽取自动补充:007_案例7_高速公路养护作业区车辆闯入撞伤工人事故_07cfeba7
EVT_TRAFFIC_ACCIDENT,交通事故,Event,施工车辆碰撞行人,scene_expression,案例抽取自动补充:029_城市主干道施工车辆碰撞行人事故_b9b4272c
EVT_TRAFFIC_ACCIDENT,交通事故,Event,无人机坠落引发追尾事故,scene_expression,案例抽取自动补充:037_高速公路无人机掉落引发多车急刹追尾事故_9ff3d797
EVT_TRAFFIC_ACCIDENT,交通事故,Event,校车与货车碰撞,scene_expression,案例抽取自动补充:043_乡村道路校车与货车碰撞事故_056bd8b5
EVT_TRAFFIC_ACCIDENT,交通事故,Event,桥梁车辆坠江,scene_expression,案例抽取自动补充:036_桥梁护栏破损车辆坠江事故_d6e9c6ca
EVT_TRAFFIC_ACCIDENT,交通事故,Event,桥梁车辆坠落,scene_expression,案例抽取自动补充:016_桥梁施工坠落事故_fac4dd46
EVT_TRAFFIC_ACCIDENT,交通事故,Event,桥梁车辆坠落事故,scene_expression,案例抽取自动补充:055_桥梁护栏破损车辆坠江事故_d6e9c6ca
EVT_TRAFFIC_ACCIDENT,交通事故,Event,油罐车卸油起火,scene_expression,案例抽取自动补充:016_高速服务区油罐车卸油时静电起火事故_70e84647
EVT_TRAFFIC_ACCIDENT,交通事故,Event,浮桥坍塌,scene_expression,案例抽取自动补充:005_山区水上浮桥重载货车坠河事故_b6cf7837
EVT_TRAFFIC_ACCIDENT,交通事故,Event,消防通道堵塞,scene_expression,案例抽取自动补充:030_城市老旧小区内部道路消防车被石墩堵路延误救援事故_eec13e0f
EVT_TRAFFIC_ACCIDENT,交通事故,Event,渡船碰撞,scene_expression,案例抽取自动补充:003_乡村渡口车辆渡船碰撞事故_a7269e2d
EVT_TRAFFIC_ACCIDENT,交通事故,Event,滑行道闯入事件,scene_expression,案例抽取自动补充:007_机场滑行道社会车辆闯入逼停客机事故_1c26d5d8
EVT_TRAFFIC_ACCIDENT,交通事故,Event,电动自行车碰撞行人,scene_expression,案例抽取自动补充:042_城市路口电动车逆行碰撞行人事故_202885c9
EVT_TRAFFIC_ACCIDENT,交通事故,Event,相撞事故,scene_expression,回归案例驱动补充
EVT_TRAFFIC_ACCIDENT,交通事故,Event,自动驾驶车辆碰撞,scene_expression,案例抽取自动补充:002_城市开放道路自动驾驶测试车失控冲撞事故_420ea99e
EVT_TRAFFIC_ACCIDENT,交通事故,Event,货车起火,scene_expression,案例抽取自动补充:047_乡村道路烤烟运输车起火事故_5ed0dfe5
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆事故,text_expression,国家交通应急预案+人工整理
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆侧滑,scene_expression,案例抽取自动补充:037_冰雪路面高速多车连环追尾事故_5979c3c4
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆侧滑碰撞,scene_expression,案例抽取自动补充:008_冰雪天气高速公路车辆侧滑碰撞事故_35ff869e
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆侧翻,scene_expression,案例抽取自动补充:008_共享单车批量转运车侧翻占道事故_2389421b
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆冲撞,scene_expression,案例抽取自动补充:039_边境公路巡逻车与走私车辆冲撞事故_afef4888
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆剐蹭,scene_expression,案例抽取自动补充:010_农机跨区作业车队国道剐蹭拥堵事故_f0265085
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆坠崖,scene_expression,案例抽取自动补充:042_边境巡逻路界碑附近车辆坠崖事故_590f5f80
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆坠海,scene_expression,案例抽取自动补充:028_渔港码头道路货车坠海事故_fb0db251
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆坠湖,scene_expression,案例抽取自动补充:003_房车营地周边临水道路车辆坠湖事故_5d5046b2
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆失控,scene_expression,案例抽取自动补充:012_跨海大桥强台风车辆连环失控事故_ad834cbb
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆抛锚,scene_expression,案例抽取自动补充:019_城市快速路车辆抛锚引发拥堵事故_1458401e
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆溜车碰撞,scene_expression,案例抽取自动补充:016_冷链物流园冷库门口货车溜车碰撞事故_70561571
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆碰撞,scene_expression,回归案例驱动补充
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆碰撞施工设施,scene_expression,案例抽取自动补充:025_城市地铁施工占道路段车辆与围挡碰撞事故_6955d8c4
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆碰撞树木,scene_expression,案例抽取自动补充:017_案例17_校园周边校车避让学生撞树事故_674504cb
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆起火,scene_expression,案例抽取自动补充:004_高速服务区车辆起火事故_dac6bbf7
EVT_TRAFFIC_ACCIDENT,交通事故,Event,车辆追尾,scene_expression,案例抽取自动补充:004_高速收费站车辆追尾引发火灾事故_1f1f3d01
EVT_TRAFFIC_ACCIDENT,交通事故,Event,轨道交通入侵,scene_expression,案例抽取自动补充:048_城市轨道交通地面段私家车闯入轨道逼停列车事故_413aea0d
EVT_TRAFFIC_ACCIDENT,交通事故,Event,轮胎脱落,scene_expression,案例抽取自动补充:018_案例18_省道货车轮胎脱落砸伤对向轿车事故_fccf945e
EVT_TRAFFIC_ACCIDENT,交通事故,Event,追尾事故,scene_expression,回归案例驱动补充
EVT_TRAFFIC_ACCIDENT,交通事故,Event,追尾碰撞,scene_expression,案例抽取自动补充:014_高速公路军车车队社会车辆强行加塞事故_47154708
EVT_TRAFFIC_ACCIDENT,交通事故,Event,道路交通事故,official_variant,国家交通应急预案+人工整理
EVT_TRAFFIC_ACCIDENT,交通事故,Event,道路抛洒物事故,scene_expression,案例抽取自动补充:021_案例21_高速路货车遗撒碎石砸毁多车玻璃事故_66aa27e9
EVT_TRAFFIC_ACCIDENT,交通事故,Event,铁路交通碰撞,scene_expression,案例抽取自动补充:033_铁路货场内部道路货车与调车机车碰撞事故_c8866e0b
EVT_TRAFFIC_ACCIDENT,交通事故,Event,锂电池热失控起火,scene_expression,案例抽取自动补充:024_城市共享电单车换电柜周边车辆起火事故_83b40c74
EVT_TRAFFIC_ACCIDENT,交通事故,Event,闯红灯交通事故,scene_expression,案例抽取自动补充:011_城市路口货车闯红灯撞人事故_bb08dee8
EVT_TRAFFIC_ACCIDENT,交通事故,Event,限高架被撞断,scene_expression,案例抽取自动补充:022_高铁桥下道路限高架被货车撞断事故_7e31d62f
EVT_TRAFFIC_ACCIDENT,交通事故,Event,集装箱坠落,scene_expression,案例抽取自动补充:021_港口集装箱码头拖头车与堆垛碰撞事故_6456b2ee
EVT_TRAFFIC_ACCIDENT,交通事故,Event,高空坠物,scene_expression,案例抽取自动补充:011_城市高架路高空作业车坠物砸车事故_f65b0fe9
EVT_TRAFFIC_ACCIDENT,交通事故,Event,高速公路逆行碰撞,scene_expression,案例抽取自动补充:046_高速公路服务区匝道逆行引发碰撞事故_4194887c
EVT_TRAFFIC_ACCIDENT,交通事故,Event,高速追尾事故,scene_expression,案例抽取自动补充:026_案例26_高速隧道口团雾多车连环追尾事故_0bea1e3a
EVT_TSUNAMI,海啸灾害,Event,海啸,official_variant,国家交通应急预案+人工整理
EVT_TSUNAMI,海啸灾害,Event,海啸事件,text_expression,国家交通应急预案+人工整理
EVT_TSUNAMI,海啸灾害,Event,海啸影响,scene_expression,国家交通应急预案+人工整理
EVT_TYPHOON,台风,Event,台风天气,text_expression,国家交通应急预案+人工整理
EVT_TYPHOON,台风,Event,台风影响,scene_expression,国家交通应急预案+人工整理
EVT_TYPHOON,台风,Event,台风灾害,official_variant,国家交通应急预案+人工整理
EVT_TYPHOON,台风,Event,车辆失控,scene_expression,案例抽取自动补充:012_跨海大桥强台风车辆连环失控事故_ad834cbb
EVT_UNKNOWN_DISEASE,群体性不明原因疾病,Event,不明原因疾病聚集,scene_expression,国家交通应急预案+人工整理
