source,source_temp_id,source_final_id,source_final_name,source_query_event_ids,relation,target,target_temp_id,target_final_id,target_final_name,target_query_event_ids,case_id,case_title,source_type,target_type,confidence,evidence,source_file,review_status
碰撞,TMP_ACTI_7AC7AB99BA,MEA_CASE_6B219E66DE,碰撞,,REQUIRES,拖拉机,TMP_RESO_A30E94D0CA,RES_CASE_C1E4441EF6,拖拉机,,026_乡村道路拖拉机与行人碰撞事故_7fd0535a,乡村道路拖拉机与行人碰撞事故,Action,Resource,0.8000,拖拉机与路边行走的2名老人发生碰撞,交通应急处理案例3.txt,AUTO_MEDIUM
碰撞,TMP_ACTI_7AC7AB99BA,MEA_CASE_6B219E66DE,碰撞,,REQUIRES,行人,TMP_RESO_783E1405DA,RES_CASE_DA80C609AB,行人,,026_乡村道路拖拉机与行人碰撞事故_7fd0535a,乡村道路拖拉机与行人碰撞事故,Action,Resource,0.8000,拖拉机与路边行走的2名老人发生碰撞,交通应急处理案例3.txt,AUTO_MEDIUM
车辆起火,TMP_EVEN_96E98E4DCE,EVT_CASE_09C02D083D,车辆起火,EVT_CASE_09C02D083D|EVT_LONG_TUNNEL_ACCIDENT|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,TRIGGERS,排烟通风,TMP_ACTI_0CF54A1140,MEA_CASE_7B049C8E34,排烟通风,,027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,Event,Action,0.6200,开展排烟通风、灭火救援,交通应急处理案例3.txt,AUTO_MEDIUM
车辆起火,TMP_EVEN_96E98E4DCE,EVT_CASE_09C02D083D,车辆起火,EVT_CASE_09C02D083D|EVT_LONG_TUNNEL_ACCIDENT|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,TRIGGERS,灭火救援,TMP_ACTI_F7FAB570A5,MEA_CASE_A22F8BD834,灭火救援,,027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,Event,Action,0.6200,开展排烟通风、灭火救援,交通应急处理案例3.txt,AUTO_MEDIUM
警戒,TMP_ACTI_4E70DA547E,MEA_CASE_A985295656,警戒,,IMPLEMENTED_BY,交警部门,TMP_DEPA_558115E2B6,ORG_CASE_C08151231F,交警部门,,027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,Action,Department,0.6200,交警部门在隧道出入口设置警戒,交通应急处理案例3.txt,AUTO_MEDIUM
警戒,TMP_ACTI_4E70DA547E,MEA_CASE_A985295656,警戒,,REQUIRES,隧道,TMP_RESO_13EC4282AE,RES_CASE_42E3A09DF1,隧道,,027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,Action,Resource,0.6200,交警部门在隧道出入口设置警戒,交通应急处理案例3.txt,AUTO_MEDIUM
车辆起火,TMP_EVEN_96E98E4DCE,EVT_CASE_09C02D083D,车辆起火,EVT_CASE_09C02D083D|EVT_LONG_TUNNEL_ACCIDENT|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,TRIGGERS,警戒,TMP_ACTI_4E70DA547E,MEA_CASE_A985295656,警戒,,027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,Event,Action,0.6200,交警部门在隧道出入口设置警戒,交通应急处理案例3.txt,AUTO_MEDIUM
车辆起火,TMP_EVEN_96E98E4DCE,EVT_CASE_09C02D083D,车辆起火,EVT_CASE_09C02D083D|EVT_LONG_TUNNEL_ACCIDENT|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,TRIGGERS,疏导交通,TMP_ACTI_33F96C29C1,MEA_CASE_2216349A64,疏导交通,,027_隧道内车辆起火浓烟封堵事故_2ff59dd3,隧道内车辆起火浓烟封堵事故,Event,Action,0.6200,疏导周边交通,交通应急处理案例3.txt,AUTO_MEDIUM
暴雨,TMP_EVEN_D88D153DE2,EVT_RAINSTORM,暴雨,EVT_RAINSTORM,CAUSES,道路塌陷,TMP_EVEN_29FD7DA46E,EVT_ROAD_DAMAGE,公路损毁,EVT_ROAD_DAMAGE|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION|EVT_RAINSTORM,028_暴雨引发道路塌陷交通事故_f50e7896,暴雨引发道路塌陷交通事故,Event,Event,0.9800,因突发暴雨，路面出现长度5米、宽度3米、深度1.5米的塌陷坑,交通应急处理案例3.txt,AUTO_HIGH
道路塌陷,TMP_EVEN_29FD7DA46E,EVT_ROAD_DAMAGE,公路损毁,EVT_ROAD_DAMAGE|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION|EVT_RAINSTORM,TRIGGERS,救援,TMP_ACTI_91C4856EEC,MEA_CASE_4DEF057716,救援,,028_暴雨引发道路塌陷交通事故_f50e7896,暴雨引发道路塌陷交通事故,Event,Action,0.9500,一辆小型轿车不慎驶入塌陷坑，车辆陷入坑中，车内2人被困，应急管理部门立即启动《城市道路塌陷突发事件应急预案》，协调消防救援队伍使用救援装备，将被困人员从车内解救出来,交通应急处理案例3.txt,AUTO_HIGH
危险化学品运输泄漏事件,TMP_EVEN_3E44ADC377,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_TRAFFIC_ACCIDENT,TRIGGERS,驾驶员疲劳驾驶,TMP_ACTI_C8C4790598,MEA_CASE_A6CD658948,驾驶员疲劳驾驶,,029_高速货车与护栏碰撞燃油泄漏事故_ae8b8317,高速货车与护栏碰撞燃油泄漏事故,Event,Action,0.6200,因驾驶员疲劳驾驶,交通应急处理案例3.txt,AUTO_MEDIUM
闯红灯交通事故,TMP_EVEN_191F4E314F,EVT_CASE_6B445BB3BF,闯红灯交通事故,EVT_CASE_6B445BB3BF|EVT_TRAFFIC_ACCIDENT,TRIGGERS,闯红灯,TMP_ACTI_C25641FCF8,MEA_CASE_CF67B7CA0F,闯红灯,,030_城市路口货车闯红灯撞人事故_bb08dee8,城市路口货车闯红灯撞人事故,Event,Action,0.8000,某市十字路口，一辆重型货车闯红灯行驶，与正在过马路的2名行人、1辆电动自行车发生碰撞,交通应急处理案例3.txt,AUTO_MEDIUM
客车坠崖,TMP_EVEN_EA5DADA8F5,EVT_CASE_D11990E045,客车坠崖,EVT_CASE_D11990E045|EVT_ROAD_INTERRUPTION|EVT_PRODUCTION_ACCIDENT,TRIGGERS,驾驶员超速行驶,TMP_ACTI_1C6DC3ABD9,MEA_CASE_0B78E0C051,超速行驶,,031_山区公路客车坠崖事故_8922caf2,山区公路客车坠崖事故,Event,Action,0.6200,因驾驶员超速行驶,交通应急处理案例3.txt,AUTO_MEDIUM
解救,TMP_ACTI_49FEB4162C,MEA_CASE_CEEE944B99,解救,,REQUIRES,液压扩张器,TMP_RESO_01E2760584,RES_CASE_EF8A921669,液压扩张器,,032_大雾天气乡村道路交通事故_a8b00b5a,大雾天气乡村道路交通事故,Action,Resource,0.8500,消防救援队伍到场，使用液压扩张器等装备，将被压骑行者解救出来,交通应急处理案例3.txt,AUTO_HIGH
液化石油气泄漏,TMP_EVEN_935DA7460D,EVT_CASE_6659D5359D,液化石油气泄漏,EVT_CASE_6659D5359D,CAUSES,危化品罐体爆炸,TMP_EVEN_F305CC62C9,EVT_CASE_F01A744287,危化品罐体爆炸,EVT_CASE_F01A744287|EVT_HAZMAT_ACCIDENT|EVT_TRAFFIC_ACCIDENT,033_高速危化品车罐体爆炸事故_f7b8552f,高速危化品车罐体爆炸事故,Event,Event,0.9000,引发液化石油气泄漏，遇明火发生爆炸,交通应急处理案例3.txt,AUTO_HIGH
桥梁车辆坠江,TMP_EVEN_80C22E3047,EVT_PRODUCTION_ACCIDENT,公路交通运输生产事故,EVT_PRODUCTION_ACCIDENT|EVT_ROAD_DAMAGE|EVT_CONSTRUCTION_ACCIDENT,CAUSES,漏油,TMP_EVEN_320CA90BA6,EVT_CASE_31F3DC21BE,漏油,EVT_CASE_31F3DC21BE,035_桥梁施工坠落事故_fac4dd46,桥梁施工坠落事故,Event,Event,0.9000,坠入江面后有漏油现象,交通应急处理案例3.txt,AUTO_HIGH
道路积冰,TMP_EVEN_0B77ADB8A3,EVT_ROAD_ICE,道路积冰,EVT_ROAD_ICE,CAUSES,车辆侧滑碰撞,TMP_EVEN_E2DEF14DF6,EVT_CASE_51C41B32E7,车辆侧滑碰撞,EVT_CASE_51C41B32E7|EVT_ROAD_ICE|EVT_TRAFFIC_ACCIDENT,036_冰雪路面乡村道路多车碰撞事故_4b49398a,冰雪路面乡村道路多车碰撞事故,Event,Event,0.9500,因夜间气温骤降，路面结冰，一辆小型轿车行驶中发生侧滑，与对面行驶的一辆拖拉机、一辆电动自行车发生碰撞,交通应急处理案例3.txt,AUTO_HIGH
车辆侧滑,TMP_ACTI_7C68D99C4A,MEA_CASE_7719C4F54E,车辆侧滑,,REQUIRES,小型轿车,TMP_RESO_BF96178645,RES_CASE_70407E27F9,小型轿车,,036_冰雪路面乡村道路多车碰撞事故_4b49398a,冰雪路面乡村道路多车碰撞事故,Action,Resource,0.8000,一辆小型轿车行驶中发生侧滑,交通应急处理案例3.txt,AUTO_MEDIUM
泡沫覆盖法,TMP_ACTI_02ADB961BD,MEA_CASE_3B62149796,泡沫覆盖法,,IMPLEMENTED_BY,消防救援队伍,TMP_DEPA_1EBA60F204,ORG_CASE_CECFFFD120,消防救援队伍,,037_高速服务区加油站起火事故_b0ce6eb0,高速服务区加油站起火事故,Action,Department,0.8500,消防救援队伍赶赴现场，采用泡沫覆盖法扑灭明火,交通应急处理案例3.txt,AUTO_HIGH
加油站火灾,TMP_EVEN_08FAB05D04,EVT_CASE_6F7A2A4A6F,加油站火灾,EVT_CASE_6F7A2A4A6F|EVT_TRAFFIC_ACCIDENT,TRIGGERS,泡沫覆盖法,TMP_ACTI_02ADB961BD,MEA_CASE_3B62149796,泡沫覆盖法,,037_高速服务区加油站起火事故_b0ce6eb0,高速服务区加油站起火事故,Event,Action,0.7500,消防救援队伍赶赴现场，采用泡沫覆盖法扑灭明火,交通应急处理案例3.txt,AUTO_MEDIUM
车辆抛锚,TMP_EVEN_D7281D6986,EVT_CASE_987220FC67,车辆抛锚,EVT_CASE_987220FC67|EVT_PASSENGER_STRANDING|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,CAUSES,交通拥堵,TMP_EVEN_A44208D7F1,EVT_CASE_85237B46E2,交通拥堵,EVT_CASE_85237B46E2,038_城市快速路车辆抛锚引发拥堵事故_1458401e,城市快速路车辆抛锚引发拥堵事故,Event,Event,0.9500,车辆抛锚引发交通拥堵,交通应急处理案例3.txt,AUTO_HIGH
车辆抛锚,TMP_EVEN_D7281D6986,EVT_CASE_987220FC67,车辆抛锚,EVT_CASE_987220FC67|EVT_PASSENGER_STRANDING|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,CAUSES,旅客滞留,TMP_EVEN_C56CA94611,EVT_PASSENGER_STRANDING,旅客滞留,EVT_PASSENGER_STRANDING,038_城市快速路车辆抛锚引发拥堵事故_1458401e,城市快速路车辆抛锚引发拥堵事故,Event,Event,0.9000,造成大型客车内30余名乘客滞留,交通应急处理案例3.txt,AUTO_HIGH
危化品泄漏,TMP_EVEN_DCB85AD4E8,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,泄漏,TMP_ACTI_F2DA2F3B0C,MEA_CASE_B04D39E895,泄漏,,039_危化品运输车翻车泄漏污染农田事故_2fe5372a,危化品运输车翻车泄漏污染农田事故,Event,Action,0.8000,罐体破损导致农药泄漏,交通应急处理案例3.txt,AUTO_MEDIUM
泄漏,TMP_ACTI_F2DA2F3B0C,MEA_CASE_B04D39E895,泄漏,,REQUIRES,农药,TMP_RESO_4F25A952D4,RES_CASE_FE3C845011,农药,,039_危化品运输车翻车泄漏污染农田事故_2fe5372a,危化品运输车翻车泄漏污染农田事故,Action,Resource,0.9000,泄漏的农药,交通应急处理案例3.txt,AUTO_HIGH
暴雨,TMP_EVEN_83BF0FE809,EVT_RAINSTORM,暴雨,EVT_RAINSTORM,CAUSES,落石砸车,TMP_EVEN_5118D36C81,EVT_ROAD_DAMAGE,公路损毁,EVT_ROAD_DAMAGE|EVT_TRAFFIC_ACCIDENT|EVT_ROAD_INTERRUPTION,040_山区公路落石砸伤车辆事故_d001ab7c,山区公路落石砸伤车辆事故,Event,Event,0.9500,因突发暴雨，山体掉落一块直径约1米的石块，砸中行驶中的一辆小型轿车,交通应急处理案例3.txt,AUTO_HIGH
多车追尾引发火灾,TMP_EVEN_DBFA6E925F,EVT_CASE_23ED6DF978,多车追尾引发火灾,EVT_CASE_23ED6DF978|EVT_ROAD_INTERRUPTION|EVT_LONG_TUNNEL_ACCIDENT,CAUSES,火灾,TMP_EVEN_E591667A6E,EVT_CASE_091BB1089D,火灾,EVT_CASE_091BB1089D,041_高速多车追尾引发大火事故_161260cb,高速多车追尾引发大火事故,Event,Event,0.9500,多车追尾引发大火事故,交通应急处理案例3.txt,AUTO_HIGH
电动自行车碰撞行人,TMP_EVEN_419B7C2C91,EVT_CASE_236A5A2A08,电动自行车碰撞行人,EVT_CASE_236A5A2A08|EVT_VEHICLE_BACKLOG|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,CAUSES,交通拥堵,TMP_EVEN_8CF149B3EF,EVT_CASE_85237B46E2,交通拥堵,EVT_CASE_85237B46E2,042_城市路口电动车逆行碰撞行人事故_202885c9,城市路口电动车逆行碰撞行人事故,Event,Event,0.9000,造成行人1人轻伤、电动自行车骑行者1人轻微擦伤，无其他人员伤亡，电动自行车轻微损坏，路口交通拥堵约30分钟,交通应急处理案例3.txt,AUTO_HIGH
校车与货车碰撞,TMP_EVEN_B2DAF4C800,EVT_CASE_DE8891D1DD,校车与货车碰撞,EVT_CASE_DE8891D1DD|EVT_ROAD_INTERRUPTION|EVT_TRAFFIC_ACCIDENT,TRIGGERS,碰撞,TMP_ACTI_A4037DA47A,MEA_CASE_6B219E66DE,碰撞,,043_乡村道路校车与货车碰撞事故_056bd8b5,乡村道路校车与货车碰撞事故,Event,Action,0.9000,某乡村道路，一辆载有12名学生的校车，在行驶中与一辆逆行的重型货车发生碰撞,交通应急处理案例3.txt,AUTO_HIGH
车辆拥堵,TMP_EVEN_49B9F558E4,EVT_CASE_028CA28AE4,车辆拥堵,EVT_CASE_028CA28AE4,CAUSES,车辆剐蹭,TMP_EVEN_8722EB380A,EVT_CASE_F4AFE9A596,车辆剐蹭,EVT_CASE_F4AFE9A596|EVT_ROAD_INTERRUPTION|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,044_隧道内车辆拥堵引发剐蹭事故_a5b5f089,隧道内车辆拥堵引发剐蹭事故,Event,Event,0.9500,因隧道出口施工，车辆通行缓慢，导致隧道内发生拥堵，一辆小型轿车在缓慢行驶中，与前方一辆SUV发生剐蹭,交通应急处理案例3.txt,AUTO_HIGH
疏导,TMP_ACTI_78655C7828,MEA_CASE_B804A6CFD8,疏导,,REQUIRES,隧道,TMP_RESO_556EAFF345,RES_CASE_42E3A09DF1,隧道,,044_隧道内车辆拥堵引发剐蹭事故_a5b5f089,隧道内车辆拥堵引发剐蹭事故,Action,Resource,0.8000,交警部门接到报警后，立即赶赴现场，疏导隧道内拥堵车辆,交通应急处理案例3.txt,AUTO_MEDIUM
暴雨,TMP_EVEN_2BEE5E1C7D,EVT_RAINSTORM,暴雨,EVT_RAINSTORM,CAUSES,道路积水,TMP_EVEN_EFCA8C387E,EVT_METEO_ROAD,公路气象灾害,EVT_METEO_ROAD|EVT_RAINSTORM|EVT_ROAD_EMERGENCY,045_暴雨天气高速路面积水车辆被困事故_fe1f8c53,暴雨天气高速路面积水车辆被困事故,Event,Event,0.9000,因突发特大暴雨，路面积水最深达80厘米,交通应急处理案例3.txt,AUTO_HIGH
道路积水,TMP_EVEN_EFCA8C387E,EVT_METEO_ROAD,公路气象灾害,EVT_METEO_ROAD|EVT_RAINSTORM|EVT_ROAD_EMERGENCY,CAUSES,路面积水,TMP_EVEN_6B018227BE,EVT_CASE_106C22F38E,路面积水,EVT_CASE_106C22F38E,045_暴雨天气高速路面积水车辆被困事故_fe1f8c53,暴雨天气高速路面积水车辆被困事故,Event,Event,0.8000,路面积水最深达80厘米，一辆小型轿车、一辆轻型货车不慎驶入积水路段后熄火,交通应急处理案例3.txt,AUTO_MEDIUM
堵漏,TMP_ACTI_3CA60F7B84,MEA_CASE_39D13A1B81,堵漏,,REQUIRES,油漆,TMP_RESO_62DACFDD39,RES_CASE_54576A6949,油漆,,046_危化品运输车违规停放泄漏事故_25308dba,危化品运输车违规停放泄漏事故,Action,Resource,0.7000,对泄漏点进行堵漏，收集泄漏的油漆,交通应急处理案例3.txt,AUTO_MEDIUM
车辆侧翻,TMP_EVEN_FF77A4440C,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_CASE_9CC62EF2EB|EVT_ROAD_INTERRUPTION|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,超载,TMP_ACTI_EA22B3B7D4,MEA_CASE_A048795819,超载,,047_山区公路货车超载翻车事故_3d730728,山区公路货车超载翻车事故,Event,Action,0.6200,一辆重型货车超载运输砂石,交通应急处理案例3.txt,AUTO_MEDIUM
车辆侧翻,TMP_EVEN_FF77A4440C,EVT_CASE_9CC62EF2EB,车辆侧翻,EVT_CASE_9CC62EF2EB|EVT_ROAD_INTERRUPTION|EVT_PRODUCTION_ACCIDENT|EVT_TRAFFIC_ACCIDENT,CAUSES,道路中断,TMP_EVEN_21E54C268E,EVT_CASE_A0BEE2C0CD,道路中断,EVT_CASE_A0BEE2C0CD,047_山区公路货车超载翻车事故_3d730728,山区公路货车超载翻车事故,Event,Event,0.6000,造成货车驾驶员1人重伤，被困车内无法自行撤离，砂石散落占用整个道路，事故路段双向交通完全中断，周边乡镇与县城的交通联系受阻，散落的砂石存在滑落伤人的风险，救援难度较大。,交通应急处理案例3.txt,AUTO_MEDIUM
施工车辆碰撞行人,TMP_EVEN_597460070F,EVT_CONSTRUCTION_SAFETY,施工安全事故,EVT_CONSTRUCTION_SAFETY|EVT_TRAFFIC_ACCIDENT,TRIGGERS,停止施工,TMP_ACTI_784A512E77,MEA_CASE_03349F59B0,停止施工,,048_城市主干道施工车辆碰撞行人事故_b9b4272c,城市主干道施工车辆碰撞行人事故,Event,Action,0.8500,某市主干道施工路段，一辆施工挖掘机在作业时，因驾驶员未观察周边路况，碰撞正在过马路的一名行人，行人被撞倒在地，施工路段已设置警示标志，但未安排专人疏导。施工单位立即停止施工,交通应急处理案例3.txt,AUTO_HIGH
施工车辆碰撞行人,TMP_EVEN_597460070F,EVT_CONSTRUCTION_SAFETY,施工安全事故,EVT_CONSTRUCTION_SAFETY|EVT_TRAFFIC_ACCIDENT,TRIGGERS,现场勘查,TMP_ACTI_9EA7A7AC7D,MEA_CASE_C2D9BE1EAA,现场勘查,,048_城市主干道施工车辆碰撞行人事故_b9b4272c,城市主干道施工车辆碰撞行人事故,Event,Action,0.8000,交警部门到场开展现场勘查，认定事故责任,交通应急处理案例3.txt,AUTO_MEDIUM
爆胎,TMP_EVEN_29C0EC8E9B,EVT_CASE_67994BB4B4,爆胎,EVT_CASE_67994BB4B4,CAUSES,车辆侧滑碰撞,TMP_EVEN_C73246DC09,EVT_CASE_51C41B32E7,车辆侧滑碰撞,EVT_CASE_51C41B32E7|EVT_TRAFFIC_ACCIDENT,049_高速路车辆爆胎侧滑碰撞护栏事故_2f64760b,高速路车辆爆胎侧滑碰撞护栏事故,Event,Event,0.9500,因轮胎老化发生爆胎，车辆失控侧滑，碰撞高速公路右侧护栏,交通应急处理案例3.txt,AUTO_HIGH
爆胎,TMP_EVEN_29C0EC8E9B,EVT_CASE_67994BB4B4,爆胎,EVT_CASE_67994BB4B4,TRIGGERS,车辆侧滑,TMP_ACTI_EF695F9C85,MEA_CASE_7719C4F54E,车辆侧滑,,049_高速路车辆爆胎侧滑碰撞护栏事故_2f64760b,高速路车辆爆胎侧滑碰撞护栏事故,Event,Action,0.8500,因轮胎老化发生爆胎，车辆失控侧滑,交通应急处理案例3.txt,AUTO_HIGH
车辆侧滑,TMP_ACTI_EF695F9C85,MEA_CASE_7719C4F54E,车辆侧滑,,REQUIRES,护栏,TMP_RESO_2CCA9C3140,RES_CASE_325A82726F,护栏,,049_高速路车辆爆胎侧滑碰撞护栏事故_2f64760b,高速路车辆爆胎侧滑碰撞护栏事故,Action,Resource,0.8000,车辆失控侧滑，碰撞高速公路右侧护栏,交通应急处理案例3.txt,AUTO_MEDIUM
交通事故,TMP_EVEN_0B3AC07FAF,EVT_TRAFFIC_ACCIDENT,交通事故,EVT_TRAFFIC_ACCIDENT,TRIGGERS,碰撞,TMP_ACTI_DB08B33C9B,MEA_CASE_6B219E66DE,碰撞,,050_乡村道路电动三轮车载人碰撞事故_9f17a404,乡村道路电动三轮车载人碰撞事故,Event,Action,0.8000,发生碰撞,交通应急处理案例3.txt,AUTO_MEDIUM
碰撞,TMP_ACTI_DB08B33C9B,MEA_CASE_6B219E66DE,碰撞,,REQUIRES,电动三轮车,TMP_RESO_6F4DC96337,RES_CASE_D7EB68391B,电动三轮车,,050_乡村道路电动三轮车载人碰撞事故_9f17a404,乡村道路电动三轮车载人碰撞事故,Action,Resource,0.7000,电动三轮车被撞翻,交通应急处理案例3.txt,AUTO_MEDIUM
碰撞,TMP_ACTI_DB08B33C9B,MEA_CASE_6B219E66DE,碰撞,,REQUIRES,小型货车,TMP_RESO_83C7489EE3,RES_CASE_8D16A7E2EC,小型货车,,050_乡村道路电动三轮车载人碰撞事故_9f17a404,乡村道路电动三轮车载人碰撞事故,Action,Resource,0.7000,与一辆小型货车发生碰撞,交通应急处理案例3.txt,AUTO_MEDIUM
危险化学品运输泄漏事件,TMP_EVEN_8E33210F9F,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK|EVT_HAZMAT_ACCIDENT,CAUSES,危化品泄漏,TMP_EVEN_85F0A13266,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK,051_隧道内危化品车泄漏引发中毒事故_0fd25950,隧道内危化品车泄漏引发中毒事故,Event,Event,0.9500,因罐体破损导致甲醛泄漏,交通应急处理案例3.txt,AUTO_HIGH
危化品泄漏,TMP_EVEN_85F0A13266,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK,TRIGGERS,堵漏处置,TMP_ACTI_36C17D22CE,MEA_CASE_26F6CA0D04,堵漏处置,,051_隧道内危化品车泄漏引发中毒事故_0fd25950,隧道内危化品车泄漏引发中毒事故,Event,Action,0.8500,开展排烟通风、堵漏处置,交通应急处理案例3.txt,AUTO_HIGH
危化品泄漏,TMP_EVEN_85F0A13266,EVT_HAZMAT_LEAK,危险化学品运输泄漏事件,EVT_HAZMAT_LEAK,TRIGGERS,排烟通风,TMP_ACTI_CCF976B136,MEA_CASE_7B049C8E34,排烟通风,,051_隧道内危化品车泄漏引发中毒事故_0fd25950,隧道内危化品车泄漏引发中毒事故,Event,Action,0.8500,开展排烟通风、堵漏处置,交通应急处理案例3.txt,AUTO_HIGH
安全转运,TMP_ACTI_FBD8C10047,MEA_CASE_1F94E0BD1F,安全转运,,REQUIRES,甲醛,TMP_RESO_5EC48BCC6A,RES_CASE_056D880291,甲醛,,051_隧道内危化品车泄漏引发中毒事故_0fd25950,隧道内危化品车泄漏引发中毒事故,Action,Resource,0.7500,危化品专业处置队伍对剩余有毒化学品进行安全转运,交通应急处理案例3.txt,AUTO_MEDIUM
暴雨,TMP_EVEN_8D302B152E,EVT_RAINSTORM,暴雨,EVT_RAINSTORM,CAUSES,山体滑坡,TMP_EVEN_A50806C021,EVT_ROAD_INTERRUPTION,公路中断,EVT_ROAD_INTERRUPTION|EVT_ROAD_EMERGENCY|EVT_RAINSTORM,052_暴雨引发山体滑坡掩埋车辆事故_85efeb44,暴雨引发山体滑坡掩埋车辆事故,Event,Event,0.9800,因连续多日暴雨，山体发生大型滑坡,交通应急处理案例3.txt,AUTO_HIGH
重大恶性交通事故,TMP_EVEN_6A7131A4EC,EVT_MAJOR_TRAFFIC_ACCIDENT,重大恶性交通事故,EVT_MAJOR_TRAFFIC_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,超速行驶,TMP_ACTI_FD010A6D43,MEA_CASE_0B78E0C051,超速行驶,,053_高速货车与客车碰撞重大事故_e7324881,高速货车与客车碰撞重大事故,Event,Action,0.7000,京沪高速济南段K438公里处，一辆重型货车因超速行驶，与前方一辆载有45名乘客的大型客车发生正面碰撞,交通应急处理案例3.txt,AUTO_MEDIUM
重大恶性交通事故,TMP_EVEN_6A7131A4EC,EVT_MAJOR_TRAFFIC_ACCIDENT,重大恶性交通事故,EVT_MAJOR_TRAFFIC_ACCIDENT|EVT_TRAFFIC_ACCIDENT,TRIGGERS,正面碰撞,TMP_ACTI_DEA8ACC2AE,MEA_CASE_6BA428A393,正面碰撞,,053_高速货车与客车碰撞重大事故_e7324881,高速货车与客车碰撞重大事故,Event,Action,0.8000,京沪高速济南段K438公里处，一辆重型货车因超速行驶，与前方一辆载有45名乘客的大型客车发生正面碰撞,交通应急处理案例3.txt,AUTO_MEDIUM
桥梁护栏破损,TMP_EVEN_C1D448F2B2,EVT_CASE_427F0A2151,桥梁护栏破损,EVT_CASE_427F0A2151,CAUSES,桥梁车辆坠落事故,TMP_EVEN_4AE237240E,EVT_CASE_7B95449186,桥梁车辆坠落事故,EVT_CASE_7B95449186|EVT_PRODUCTION_ACCIDENT|EVT_ROAD_DAMAGE|EVT_TRAFFIC_ACCIDENT,055_桥梁护栏破损车辆坠江事故_d6e9c6ca,桥梁护栏破损车辆坠江事故,Event,Event,0.9000,因桥梁护栏年久失修、破损严重，一辆小型轿车在行驶中，因驾驶员操作不当，车辆失控冲撞破损护栏，从桥梁坠落至江中,交通应急处理案例3.txt,AUTO_HIGH
道路结冰,TMP_EVEN_3378EEF131,EVT_CASE_71CB098DA9,道路结冰,EVT_CASE_71CB098DA9,CAUSES,车辆侧滑,TMP_EVEN_921C36F7F2,EVT_CASE_F4726E4011,车辆侧滑,EVT_CASE_F4726E4011|EVT_ROAD_ICE|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,056_冰雪路面高速多车连环追尾事故_5979c3c4,冰雪路面高速多车连环追尾事故,Event,Event,0.9000,因夜间气温骤降，路面结冰湿滑，一辆小型轿车行驶中发生侧滑,交通应急处理案例3.txt,AUTO_HIGH
车辆侧滑,TMP_EVEN_921C36F7F2,EVT_CASE_F4726E4011,车辆侧滑,EVT_CASE_F4726E4011|EVT_ROAD_ICE|EVT_VEHICLE_BACKLOG|EVT_TRAFFIC_ACCIDENT,TRIGGERS,追尾,TMP_ACTI_95DBD16ACA,MEA_CASE_641D68DEBE,追尾,,056_冰雪路面高速多车连环追尾事故_5979c3c4,冰雪路面高速多车连环追尾事故,Event,Action,0.8500,一辆小型轿车行驶中发生侧滑，与前方8辆轿车、4辆货车发生连环追尾,交通应急处理案例3.txt,AUTO_HIGH
