:START_ID,:END_ID,relation_cn,:TYPE,case_id,case_title,evidence,confidence,source
MEA_CASE_6BA428A393,RES_CASE_B911CBD3B1,调用,REQUIRES,041_城市动物园周边游览车与私家车碰撞事故_a36aea28,城市动物园周边游览车与私家车碰撞事故,与游览车发生正面碰撞,0.6200,案例抽取导入
EVT_TRAFFIC_ACCIDENT,MEA_CASE_6BA428A393,触发,TRIGGERS,041_城市动物园周边游览车与私家车碰撞事故_a36aea28,城市动物园周边游览车与私家车碰撞事故,与游览车发生正面碰撞,0.6200,案例抽取导入
MEA_CASE_34B2655045,RES_CASE_B911CBD3B1,调用,REQUIRES,041_城市动物园周边游览车与私家车碰撞事故_a36aea28,城市动物园周边游览车与私家车碰撞事故,游览车紧急制动,0.6200,案例抽取导入
EVT_TRAFFIC_ACCIDENT,MEA_CASE_34B2655045,触发,TRIGGERS,041_城市动物园周边游览车与私家车碰撞事故_a36aea28,城市动物园周边游览车与私家车碰撞事故,游览车紧急制动,0.6200,案例抽取导入
EVT_CASE_2688158F89,EVT_CASE_5C5AB0B1F3,引发,CAUSES,042_边境巡逻路界碑附近车辆坠崖事故_590f5f80,边境巡逻路界碑附近车辆坠崖事故,因连续降雨导致路面湿滑、山体落石，车辆失控冲出路面，坠入约50米深的悬崖下,0.9000,案例抽取导入
EVT_CASE_9CC62EF2EB,EVT_CASE_A0BEE2C0CD,引发,CAUSES,043_城市垃圾填埋场进场道路车辆侧翻事故_e38dbcc2,城市垃圾填埋场进场道路车辆侧翻事故,车辆连同所载垃圾全部倾倒在路面和边坡下，填埋场进场道路完全中断。,0.9500,案例抽取导入
EVT_CASE_9CC62EF2EB,EVT_CASE_2256F1AD0E,引发,CAUSES,043_城市垃圾填埋场进场道路车辆侧翻事故_e38dbcc2,城市垃圾填埋场进场道路车辆侧翻事故,大量生活垃圾散落污染路面、边坡，周边环境受到污染，存在垃圾渗滤液污染土壤、地下水的风险。,0.8500,案例抽取导入
MEA_CASE_7F5CF3FCCD,RES_CASE_77D67F923B,调用,REQUIRES,043_城市垃圾填埋场进场道路车辆侧翻事故_e38dbcc2,城市垃圾填埋场进场道路车辆侧翻事故,城管部门调集车辆、设备，清理散落的生活垃圾,0.9000,案例抽取导入
MEA_CASE_ACDA5E6CFE,RES_CASE_B41366FD99,调用,REQUIRES,044_高速公路服务区汽修区车辆举升机倒塌事故_73fc72b8,高速公路服务区汽修区车辆举升机倒塌事故,一辆重型货车正在举升机上进行维修作业,0.8000,案例抽取导入
EVT_PRODUCTION_ACCIDENT,MEA_CASE_ACDA5E6CFE,触发,TRIGGERS,044_高速公路服务区汽修区车辆举升机倒塌事故_73fc72b8,高速公路服务区汽修区车辆举升机倒塌事故,汽修车间维修作业完全中断,0.7000,案例抽取导入
MEA_CASE_6B219E66DE,RES_CASE_1AFD3C9750,调用,REQUIRES,045_水稻田机耕路插秧机与电动三轮车碰撞事故_07013028,水稻田机耕路插秧机与电动三轮车碰撞事故,一辆乘坐式高速插秧机...发生侧面碰撞,0.8000,案例抽取导入
MEA_CASE_6B219E66DE,RES_CASE_D7EB68391B,调用,REQUIRES,045_水稻田机耕路插秧机与电动三轮车碰撞事故_07013028,水稻田机耕路插秧机与电动三轮车碰撞事故,与对向行驶的载满秧苗的电动三轮车...发生侧面碰撞,0.8000,案例抽取导入
EVT_CASE_4D219D5D07,EVT_CASE_85237B46E2,引发,CAUSES,046_城市大型灯光秀活动周边道路多车拥堵追尾事故_ac348b91,城市大型灯光秀活动周边道路多车拥堵追尾事故,追尾事故发生，导致周边道路完全拥堵,0.9000,案例抽取导入
EVT_CASE_4D219D5D07,EVT_CASE_3B6CFC25B4,引发,CAUSES,046_城市大型灯光秀活动周边道路多车拥堵追尾事故_ac348b91,城市大型灯光秀活动周边道路多车拥堵追尾事故,车辆滞留约15公里,0.8000,案例抽取导入
EVT_CASE_5C5AB0B1F3,MEA_CASE_99E1D246E3,触发,TRIGGERS,047_输变电工程塔材运输车辆山路坠崖事故_78692d8c,输变电工程塔材运输车辆山路坠崖事故,因路面狭窄、驾驶员操作不当,0.6200,案例抽取导入
EVT_CASE_5C5AB0B1F3,EVT_ROAD_INTERRUPTION,引发,CAUSES,047_输变电工程塔材运输车辆山路坠崖事故_78692d8c,输变电工程塔材运输车辆山路坠崖事故,造成驾驶员1人重伤被困，货车完全损毁，整车塔材报废，输变电工程进场道路完全中断，铁塔组立施工进度受阻，山崖下地形复杂，持续有碎石滚落，救援难度极大。,0.6000,案例抽取导入
EVT_CASE_3DADFD6D44,EVT_ROAD_EMERGENCY,引发,CAUSES,048_海岛环岛公路潮汐淹没车辆被困事故_d013820b,海岛环岛公路潮汐淹没车辆被困事故,恰逢天文大潮涨潮，海水快速漫过路面，3辆小型轿车、2辆SUV驶入淹没路段后相继熄火，车内共8人被困车顶,0.9500,案例抽取导入
MEA_CASE_29AB47FA07,ORG_CASE_DDF9288564,实施主体,IMPLEMENTED_BY,049_航展活动周边管制路段社会车辆闯入事故_e6ca4429,航展活动周边管制路段社会车辆闯入事故,航展组委会、机场公安部门立即启动航展突发事件应急预案,0.9000,案例抽取导入
MEA_CASE_29AB47FA07,ORG_CASE_5AB89DB5D6,实施主体,IMPLEMENTED_BY,049_航展活动周边管制路段社会车辆闯入事故_e6ca4429,航展活动周边管制路段社会车辆闯入事故,航展组委会、机场公安部门立即启动航展突发事件应急预案,0.9000,案例抽取导入
MEA_CASE_E91070364C,ORG_CASE_C08151231F,实施主体,IMPLEMENTED_BY,049_航展活动周边管制路段社会车辆闯入事故_e6ca4429,航展活动周边管制路段社会车辆闯入事故,交警部门对航展周边管制路段进行全面加固,0.9000,案例抽取导入
MEA_CASE_98BE43F4B1,ORG_MPS,实施主体,IMPLEMENTED_BY,049_航展活动周边管制路段社会车辆闯入事故_e6ca4429,航展活动周边管制路段社会车辆闯入事故,公安部门对肇事驾驶员进行刑事立案调查,0.9000,案例抽取导入
