id:ID,name,entity_type_cn,:LABEL
MEA_CASE_BD4F60454A,强制拖移,措施,PlanEntity;Action
MEA_CASE_BE0A2FD2E0,食品温度监测,措施,PlanEntity;Action
MEA_CASE_BE7D0AB4A8,清理工具配件,措施,PlanEntity;Action
MEA_CASE_BFD0731CF4,紧急止血,措施,PlanEntity;Action
MEA_CASE_C2D9BE1EAA,现场勘查,措施,PlanEntity;Action
MEA_CASE_C2E598DB69,倾斜,措施,PlanEntity;Action
MEA_CASE_C5E66BF637,转运人员,措施,PlanEntity;Action
MEA_CASE_C84BF577DD,违规载人,措施,PlanEntity;Action
MEA_CASE_C8E4DC71F6,车辆倾覆,措施,PlanEntity;Action
MEA_CASE_CC6AD1D7DA,路面维修,措施,PlanEntity;Action
MEA_CASE_CCA1C043AF,绳索松动,措施,PlanEntity;Action
MEA_CASE_CD64025533,车辆失控,措施,PlanEntity;Action
MEA_CASE_CE138D0F05,设置警戒标志,措施,PlanEntity;Action
MEA_CASE_CE6589A97A,车辆转移,措施,PlanEntity;Action
MEA_CASE_CEEE944B99,解救,措施,PlanEntity;Action
MEA_CASE_CF67B7CA0F,闯红灯,措施,PlanEntity;Action
MEA_CASE_D33E3DCCA0,修复路面设施,措施,PlanEntity;Action
MEA_CASE_D39A7F36A4,右转,措施,PlanEntity;Action
MEA_CASE_D3FB3C9BCF,包扎,措施,PlanEntity;Action
MEA_CASE_D469ADC267,中和,措施,PlanEntity;Action
MEA_CASE_D53D85D8E4,超长装载,措施,PlanEntity;Action
MEA_CASE_D569E11F2C,应急处置,措施,PlanEntity;Action
MEA_CASE_D6C81BD9E5,侧滑,措施,PlanEntity;Action
MEA_CASE_D6EBF96E6B,清理路面落石,措施,PlanEntity;Action
MEA_CASE_D9A7C36974,拖移事故车辆,措施,PlanEntity;Action
MEA_CASE_DDCBEE7C3A,倒车,措施,PlanEntity;Action
MEA_CASE_E0D63B2EA6,匝道倒车,措施,PlanEntity;Action
MEA_CASE_E14F2F1AAA,全面检测,措施,PlanEntity;Action
MEA_CASE_E291015EBA,降温,措施,PlanEntity;Action
MEA_CASE_E4110A4832,交通封闭,措施,PlanEntity;Action
MEA_CASE_E5CBFC8C30,修复,措施,PlanEntity;Action
MEA_CASE_E91070364C,加固路段,措施,PlanEntity;Action
MEA_CASE_EAEC72BD5F,清理杂物,措施,PlanEntity;Action
MEA_CASE_EC6FC9AC85,冷链运输规范教育,措施,PlanEntity;Action
MEA_CASE_ED27AE6814,扑灭明火,措施,PlanEntity;Action
MEA_CASE_ED8D32FC48,人员转移,措施,PlanEntity;Action
MEA_CASE_F02874E69E,违规燃放鞭炮,措施,PlanEntity;Action
MEA_CASE_F047B461DE,解救驾驶员,措施,PlanEntity;Action
MEA_CASE_F0668A0176,强行加塞,措施,PlanEntity;Action
MEA_CASE_F1317D2147,违规吸烟,措施,PlanEntity;Action
MEA_CASE_F2C178773D,清理,措施,PlanEntity;Action
MEA_CASE_F35658E3CB,桥梁护栏维修作业,措施,PlanEntity;Action
MEA_CASE_F46EBF6CE5,驾驶员对车身宽度判断失误,措施,PlanEntity;Action
MEA_CASE_F85C37DD34,拖移,措施,PlanEntity;Action
MEA_CASE_F96A8C6D8D,临时加固,措施,PlanEntity;Action
MEA_CASE_F9A9A6FAD1,转运,措施,PlanEntity;Action
MEA_CASE_FAA92C55C2,车辆冲撞,措施,PlanEntity;Action
MEA_CASE_FB41145C9D,驾驶员疏忽,措施,PlanEntity;Action
MEA_CASE_FC7FB5C70A,协调,措施,PlanEntity;Action
MEA_CASE_FEE3C04977,逆行,措施,PlanEntity;Action
MEA_CASE_FFCFDC93C4,护栏修复,措施,PlanEntity;Action
MEA_CLARIFY_FALSE_REPORT,澄清错误报道,措施,PlanEntity;Action
MEA_COLLECT_EVENT_INFO,收集汇总突发事件信息,措施,PlanEntity;Action
MEA_COMMUNICATION_SUPPORT,保障信息系统通信,措施,PlanEntity;Action
MEA_COMPENSATE_REQUISITION,实施征用补偿,措施,PlanEntity;Action
MEA_CONTROL_SITUATION,控制事态发展,措施,PlanEntity;Action
MEA_COORDINATE_INTERMODAL,协调联运,措施,PlanEntity;Action
MEA_COORDINATE_SOCIAL_SUPPORT,协调社会力量参与抢通,措施,PlanEntity;Action
MEA_DAILY_REPORT,编写应急工作日报,措施,PlanEntity;Action
MEA_DISPATCH_CROSS_PROVINCE_TEAM,调度跨省应急队伍,措施,PlanEntity;Action
MEA_DRAFT_PLAN_RULES,拟定应急预案和规章制度,措施,PlanEntity;Action
MEA_DRILL,组织公路交通应急演练,措施,PlanEntity;Action
MEA_DUTY_ALARM,开展24小时值班接警,措施,PlanEntity;Action
MEA_END_RESP_I,终止Ⅰ级应急响应,措施,PlanEntity;Action
MEA_END_WARN_I,终止Ⅰ级预警,措施,PlanEntity;Action
MEA_EVALUATE_RESPONSE,总结评估,措施,PlanEntity;Action
MEA_FIELD_COMMAND,开展现场指挥调度,措施,PlanEntity;Action
MEA_FORM_FIELD_TEAM,成立现场工作组,措施,PlanEntity;Action
MEA_GUIDE_LOCAL_PLAN,指导地方编制应急预案,措施,PlanEntity;Action
MEA_HOLD_VIDEO_MEETING,召开电话或视频会议,措施,PlanEntity;Action
MEA_IMPLEMENT_DETOUR,实施跨省公路绕行,措施,PlanEntity;Action
MEA_IMPLEMENT_RECONSTRUCTION,实施灾后恢复重建,措施,PlanEntity;Action
MEA_INTERDEPT_COORDINATION,开展应急协作,措施,PlanEntity;Action
MEA_ISSUE_COMMAND,发布指挥调度命令,措施,PlanEntity;Action
MEA_JOINT_PRESS_CONFERENCE,组织联席新闻发布会,措施,PlanEntity;Action
MEA_LOGISTICS_SUPPORT,开展24小时后勤保障,措施,PlanEntity;Action
MEA_MAKE_JOINT_PLAN,制定联合行动方案,措施,PlanEntity;Action
MEA_MOBILIZE_FOR_RESPONSE,调集力量开展应急处置,措施,PlanEntity;Action
MEA_MOBILIZE_SOCIAL_FORCE,动员社会力量,措施,PlanEntity;Action
MEA_MONITOR_AND_REPORT,开展应急监测和预警信息专项报送,措施,PlanEntity;Action
MEA_NETWORK_DIVERSION,实施跨区域公路网绕行分流,措施,PlanEntity;Action
MEA_PLAN_DETOUR,拟定跨省公路绕行方案,措施,PlanEntity;Action
MEA_PLAN_RECONSTRUCTION,拟定灾后恢复重建方案,措施,PlanEntity;Action
MEA_PLAN_RESCUE_SUBSIDY,拟定抢险救灾资金补助方案,措施,PlanEntity;Action
MEA_PLAN_TRANSPORT_COMPENSATION,拟定应急运输征用补偿方案,措施,PlanEntity;Action
MEA_POST_DISASTER_SURVEY,组织灾后调研,措施,PlanEntity;Action
MEA_PREPARE_PRESS,筹备新闻发布会,措施,PlanEntity;Action
MEA_PREPARE_REQUISITION,开展应急物资征用准备,措施,PlanEntity;Action
MEA_PREPARE_RESPONSE,开展应急筹备,措施,PlanEntity;Action
MEA_PROFESSIONAL_ADVICE,提供专业咨询,措施,PlanEntity;Action
MEA_PROPOSE_RESOURCE_REQUISITION,提出应急保障资源征用方案,措施,PlanEntity;Action
MEA_PROPOSE_RESP_I,提出启动Ⅰ级应急响应建议,措施,PlanEntity;Action
MEA_PROPOSE_WARN_I,提出启动Ⅰ级预警建议,措施,PlanEntity;Action
MEA_PUBLICITY,组织新闻宣传,措施,PlanEntity;Action
MEA_RELEASE_EVENT_INFO,发布突发事件信息,措施,PlanEntity;Action
MEA_RELEASE_RESP_END,发布响应终止公告,措施,PlanEntity;Action
MEA_RELEASE_RESP_NOTICE,发布响应启动公告,措施,PlanEntity;Action
MEA_RELEASE_TRAVEL_INFO,发布公路出行信息,措施,PlanEntity;Action
MEA_RELEASE_WARN_END,发布预警终止公告,措施,PlanEntity;Action
MEA_RELEASE_WARN_NOTICE,发布预警启动公告,措施,PlanEntity;Action
MEA_REPAIR_AND_RECOVER,组织公路抢修保通,措施,PlanEntity;Action
MEA_REPORT_FILES,报送应急工作文件,措施,PlanEntity;Action
MEA_REQUISITION_RESOURCE,征用应急保障资源,措施,PlanEntity;Action
MEA_RESEARCH_SUPPORT,组织应急科研开发,措施,PlanEntity;Action
MEA_REVISE_PLAN,修订应急预案,措施,PlanEntity;Action
MEA_SEND_FILES,下发应急工作文件,措施,PlanEntity;Action
MEA_START_24H_DUTY,启动24小时值班制,措施,PlanEntity;Action
MEA_START_RESP_I,启动Ⅰ级应急响应,措施,PlanEntity;Action
MEA_START_WARNING_PROCEDURE,启动预警程序,措施,PlanEntity;Action
MEA_START_WARN_I,启动Ⅰ级预警,措施,PlanEntity;Action
MEA_STAT_DAMAGE,统计公路受灾情况,措施,PlanEntity;Action
MEA_STOCKPILE_MACHINERY,储备应急机械,措施,PlanEntity;Action
MEA_STOCKPILE_SUPPLIES,储备应急物资,措施,PlanEntity;Action
MEA_SUBSIDY_AND_PENSION,给予补助和抚恤,措施,PlanEntity;Action
MEA_TECH_SUPPORT,提供公路交通运输技术支持,措施,PlanEntity;Action
MEA_TRAINING,组织公路交通应急培训,措施,PlanEntity;Action
MEA_TRANSPORT_DAILY_SUPPLIES,组织运送生活必需品,措施,PlanEntity;Action
MEA_TRANSPORT_DONATIONS,组织运送社会捐赠物品,措施,PlanEntity;Action
MEA_TRANSPORT_RELIEF,组织运送救灾物资,措施,PlanEntity;Action
MEA_TRANSPORT_SUPPORT,组织应急运输保障,措施,PlanEntity;Action
MEA_UPDATE_PLAN,更新应急预案,措施,PlanEntity;Action
MEA_USE_NATIONAL_STOCK,调用国家公路交通应急物资储备,措施,PlanEntity;Action
MEA_VIDEO_COMM_SUPPORT,保障电视电话会议通信,措施,PlanEntity;Action
MEA_WRITE_CHRONICLE,编写应急处置大事记,措施,PlanEntity;Action
ORG_CASE_082BF93965,高架管理部门,部门,PlanEntity;Department
ORG_CASE_095104B964,城管部门,部门,PlanEntity;Department
ORG_CASE_0FFC56FE82,学校,部门,PlanEntity;Department
ORG_CASE_12F41DBD86,路政部门,部门,PlanEntity;Department
ORG_CASE_1FE1986898,冷链物流园应急管理部门,部门,PlanEntity;Department
ORG_CASE_2479FEF9A4,林业部门,部门,PlanEntity;Department
ORG_CASE_27677803C8,农机部门,部门,PlanEntity;Department
ORG_CASE_3423B24BB3,城管,部门,PlanEntity;Department
ORG_CASE_3C2C056CF5,海事部门,部门,PlanEntity;Department
ORG_CASE_4446250415,农业农村部门,部门,PlanEntity;Department
ORG_CASE_4A8D0AECA5,村委会,部门,PlanEntity;Department
ORG_CASE_58D13C3595,医疗部门,部门,PlanEntity;Department
ORG_CASE_5AB89DB5D6,机场公安部门,部门,PlanEntity;Department
ORG_CASE_64B9E8A517,高速管理部门,部门,PlanEntity;Department
ORG_CASE_6C7E894368,施工队伍,部门,PlanEntity;Department
ORG_CASE_6DEAB2960B,工程施工单位,部门,PlanEntity;Department
ORG_CASE_7384248773,环保部门,部门,PlanEntity;Department
ORG_CASE_75A791ED69,电站施工部门,部门,PlanEntity;Department
ORG_CASE_78A3399250,消防人员,部门,PlanEntity;Department
ORG_CASE_963FA483D8,桥梁检测专家,部门,PlanEntity;Department
ORG_CASE_A72E11B477,供电部门,部门,PlanEntity;Department
ORG_CASE_ADBA4CCEE2,派出所,部门,PlanEntity;Department
ORG_CASE_B6CBD41599,交通部门,部门,PlanEntity;Department
ORG_CASE_C08151231F,交警部门,部门,PlanEntity;Department
ORG_CASE_C9CD17705A,122,部门,PlanEntity;Department
ORG_CASE_CEC90B79B9,沙漠应急救援队伍,部门,PlanEntity;Department
ORG_CASE_CECFFFD120,消防救援队伍,部门,PlanEntity;Department
ORG_CASE_D62E32C5C3,自然资源部门,部门,PlanEntity;Department
ORG_CASE_D67BC1DFF4,应急管理部门,部门,PlanEntity;Department
ORG_CASE_D7C9B35C28,自动驾驶测试企业,部门,PlanEntity;Department
ORG_CASE_DA3B807A38,交警,部门,PlanEntity;Department
ORG_CASE_DDF9288564,航展组委会,部门,PlanEntity;Department
ORG_CASE_DF699C3933,海关,部门,PlanEntity;Department
ORG_CASE_DFE92BD53C,驾驶员,部门,PlanEntity;Department
ORG_CASE_E2BC3C05B7,大桥管理部门,部门,PlanEntity;Department
ORG_CASE_E4BC9E3125,路政人员,部门,PlanEntity;Department
ORG_CASE_E5E7F0AEC0,医疗人员,部门,PlanEntity;Department
ORG_CASE_EC88FB5BAD,市场监管部门,部门,PlanEntity;Department
ORG_CASE_F3733BF715,120,部门,PlanEntity;Department
ORG_CASE_F631DA228B,共享单车运营公司,部门,PlanEntity;Department
ORG_CASE_FAF634A5C6,乡镇政府,部门,PlanEntity;Department
ORG_CIVIL_AFFAIRS,民政部门,部门,PlanEntity;Department
ORG_COMM_GROUP,通信保障小组,部门,PlanEntity;Department
ORG_COORDINATION_GROUP,综合协调小组,部门,PlanEntity;Department
ORG_COUNTY_TRANSPORT,县级交通运输主管部门,部门,PlanEntity;Department
ORG_EVALUATION_GROUP,总结评估小组,部门,PlanEntity;Department
ORG_EXPERT_GROUP,专家咨询组,部门,PlanEntity;Department
ORG_FIELD_TEAM,现场工作组,部门,PlanEntity;Department
ORG_LEAD_GROUP,应急领导小组,部门,PlanEntity;Department
ORG_LOCAL_EMERGENCY_AUTH,地方公路交通应急管理机构,部门,PlanEntity;Department
ORG_LOGISTICS_GROUP,后勤保障小组,部门,PlanEntity;Department
ORG_MAINTENANCE_ENTERPRISE,公路养护工程企业,部门,PlanEntity;Department
ORG_MFA,外交部,部门,PlanEntity;Department
ORG_MOT,交通运输部,部门,PlanEntity;Department
ORG_MPS,公安部,部门,PlanEntity;Department
ORG_MUNICIPAL_TRANSPORT,市级交通运输主管部门,部门,PlanEntity;Department
ORG_NATIONAL_EMERGENCY_AUTH,国家公路交通应急管理机构,部门,PlanEntity;Department
ORG_NEWS_GROUP,新闻宣传小组,部门,PlanEntity;Department
ORG_PAP,武警部队,部门,PlanEntity;Department
ORG_PAP_TRANSPORT,武警交通部队,部门,PlanEntity;Department
ORG_PLA,人民解放军,部门,PlanEntity;Department
ORG_PROVINCIAL_TRANSPORT,省级交通运输主管部门,部门,PlanEntity;Department
ORG_RECONSTRUCTION_GROUP,恢复重建小组,部门,PlanEntity;Department
ORG_ROAD_ADMIN,路政管理部门,部门,PlanEntity;Department
ORG_ROAD_CLEARANCE_GROUP,公路抢通小组,部门,PlanEntity;Department
ORG_ROAD_MAINTENANCE,公路养护管理部门,部门,PlanEntity;Department
ORG_ROAD_OPERATOR,公路经营管理单位,部门,PlanEntity;Department
ORG_ROUTE_CENTER,路网中心,部门,PlanEntity;Department
ORG_STATE_COUNCIL,国务院,部门,PlanEntity;Department
ORG_STATE_EMERGENCY,国务院应急管理机构,部门,PlanEntity;Department
ORG_TRAFFIC_POLICE,公安交警,部门,PlanEntity;Department
ORG_TRANSPORT_AUTHORITY,交通运输主管部门,部门,PlanEntity;Department
ORG_TRANSPORT_COMPANY,公路交通运输企业,部门,PlanEntity;Department
ORG_TRANSPORT_ENTERPRISE,道路客货运输企业,部门,PlanEntity;Department
ORG_TRANSPORT_SUPPORT_GROUP,运输保障小组,部门,PlanEntity;Department
ORG_WORK_GROUP,应急工作组,部门,PlanEntity;Department
RES_ANTISKID,防滑料,应急资源,PlanEntity;Resource
RES_ASPHALT,沥青,应急资源,PlanEntity;Resource
RES_BUDGET,应急经费预算,应急资源,PlanEntity;Resource
RES_CASE_005A718E70,重型集装箱半挂车,应急资源,PlanEntity;Resource
RES_CASE_056D880291,甲醛,应急资源,PlanEntity;Resource
RES_CASE_05C13962FE,柴油,应急资源,PlanEntity;Resource
RES_CASE_09E43A9CF9,校车,应急资源,PlanEntity;Resource
RES_CASE_0FE3AC754E,塔克拉玛干沙漠公路,应急资源,PlanEntity;Resource
RES_CASE_1AD52D2DA5,冲锋舟,应急资源,PlanEntity;Resource
RES_CASE_1AFD3C9750,插秧机,应急资源,PlanEntity;Resource
RES_CASE_1C22C7C05B,集装箱堆垛,应急资源,PlanEntity;Resource
RES_CASE_1CBB20DD02,盐酸,应急资源,PlanEntity;Resource
RES_CASE_1CE304F952,液压尾板,应急资源,PlanEntity;Resource
RES_CASE_1F8958A05C,SUV,应急资源,PlanEntity;Resource
RES_CASE_26F80A5E99,重型厢式货车,应急资源,PlanEntity;Resource
RES_CASE_2A142E9A69,浮桥,应急资源,PlanEntity;Resource
RES_CASE_325A82726F,护栏,应急资源,PlanEntity;Resource
RES_CASE_334F483C4E,清扫车,应急资源,PlanEntity;Resource
RES_CASE_37394CF457,ETC车道,应急资源,PlanEntity;Resource
RES_CASE_3C97168640,重型集装箱货车,应急资源,PlanEntity;Resource
RES_CASE_42E3A09DF1,隧道,应急资源,PlanEntity;Resource
RES_CASE_54576A6949,油漆,应急资源,PlanEntity;Resource
RES_CASE_56323FE07E,三角警示牌,应急资源,PlanEntity;Resource
RES_CASE_576BB65B46,收割机,应急资源,PlanEntity;Resource
RES_CASE_5A9FE29D77,大型吊车,应急资源,PlanEntity;Resource
RES_CASE_5BCE950EDA,有轨电车,应急资源,PlanEntity;Resource
RES_CASE_5D3DC97D24,皮卡,应急资源,PlanEntity;Resource
RES_CASE_5EDA26CDE1,锂电池,应急资源,PlanEntity;Resource
RES_CASE_6447EBCAE2,制冷机组,应急资源,PlanEntity;Resource
RES_CASE_6544C21712,烤烟,应急资源,PlanEntity;Resource
RES_CASE_6619311C3D,渣土车,应急资源,PlanEntity;Resource
RES_CASE_695B3DCAFD,沙土,应急资源,PlanEntity;Resource
RES_CASE_6A5007AF8C,客车,应急资源,PlanEntity;Resource
RES_CASE_70407E27F9,小型轿车,应急资源,PlanEntity;Resource
RES_CASE_752564BE64,液态氨,应急资源,PlanEntity;Resource
RES_CASE_76A0FC9D87,施工围挡,应急资源,PlanEntity;Resource
RES_CASE_77D67F923B,生活垃圾,应急资源,PlanEntity;Resource
RES_CASE_7BEA479A9E,重型货车,应急资源,PlanEntity;Resource
RES_CASE_7C467D3150,民航客机,应急资源,PlanEntity;Resource
RES_CASE_7CD39CFBB2,货车,应急资源,PlanEntity;Resource
RES_CASE_82206ABC9F,共享电单车,应急资源,PlanEntity;Resource
RES_CASE_8AE47E20B6,电动自行车,应急资源,PlanEntity;Resource
RES_CASE_8CC958EC6D,排水泵,应急资源,PlanEntity;Resource
RES_CASE_8D16A7E2EC,小型货车,应急资源,PlanEntity;Resource
RES_CASE_8D45F081F4,泥坑,应急资源,PlanEntity;Resource
RES_CASE_A35E463D8D,乡镇卫生院救护车,应急资源,PlanEntity;Resource
RES_CASE_A5DA8B7EB3,巡逻车,应急资源,PlanEntity;Resource
RES_CASE_AA3D1994D1,道路养护车,应急资源,PlanEntity;Resource
RES_CASE_AD62C909B2,疏散通道,应急资源,PlanEntity;Resource
RES_CASE_AE8D95582F,吸油毡,应急资源,PlanEntity;Resource
RES_CASE_B41366FD99,举升机,应急资源,PlanEntity;Resource
RES_CASE_B5C1512C08,大桥,应急资源,PlanEntity;Resource
RES_CASE_B6DB55CC3C,消防车,应急资源,PlanEntity;Resource
RES_CASE_B90EF464D4,浓硫酸,应急资源,PlanEntity;Resource
RES_CASE_B911CBD3B1,游览车,应急资源,PlanEntity;Resource
RES_CASE_C1E4441EF6,拖拉机,应急资源,PlanEntity;Resource
RES_CASE_C3722A0388,破拆工具,应急资源,PlanEntity;Resource
RES_CASE_C54C46856D,渡船,应急资源,PlanEntity;Resource
RES_CASE_D5B0647912,液化天然气,应急资源,PlanEntity;Resource
RES_CASE_D5B7A41324,应急车道,应急资源,PlanEntity;Resource
RES_CASE_D729373386,挂壁公路,应急资源,PlanEntity;Resource
RES_CASE_D7EB68391B,电动三轮车,应急资源,PlanEntity;Resource
RES_CASE_DA80C609AB,行人,应急资源,PlanEntity;Resource
RES_CASE_DBB582ED02,危化品运输车,应急资源,PlanEntity;Resource
RES_CASE_DC7939F6B3,重型转运货车,应急资源,PlanEntity;Resource
RES_CASE_DED5DD2F83,油罐车,应急资源,PlanEntity;Resource
RES_CASE_E193A7EA9F,货运火车,应急资源,PlanEntity;Resource
RES_CASE_E2EABB49A8,青藏高原国道,应急资源,PlanEntity;Resource
RES_CASE_E88979D653,私家车,应急资源,PlanEntity;Resource
RES_CASE_E9925C188F,出殡队列,应急资源,PlanEntity;Resource
RES_CASE_EBFF834422,出租车,应急资源,PlanEntity;Resource
RES_CASE_ED2B7670D7,汽油,应急资源,PlanEntity;Resource
RES_CASE_EF8A921669,液压扩张器,应急资源,PlanEntity;Resource
RES_CASE_F1D0288F3D,氢氧化钠溶液,应急资源,PlanEntity;Resource
RES_CASE_F6D6DD254E,轻型货车,应急资源,PlanEntity;Resource
RES_CASE_F90D9B6E29,非机动车道,应急资源,PlanEntity;Resource
RES_CASE_FCEAE9A269,施工工程车,应急资源,PlanEntity;Resource
RES_CASE_FDDA177208,调车机车,应急资源,PlanEntity;Resource
RES_CASE_FE2226A75F,限高杆,应急资源,PlanEntity;Resource
RES_CASE_FE3C845011,农药,应急资源,PlanEntity;Resource
RES_CEMENT,水泥,应急资源,PlanEntity;Resource
RES_COMMAND_SITE,应急指挥场所,应急资源,PlanEntity;Resource
RES_CONVENIENCE_FOOD,方便食品,应急资源,PlanEntity;Resource
RES_CRANE,汽车起重机,应急资源,PlanEntity;Resource
RES_CROSS_PROVINCE_TEAM,跨省应急队伍,应急资源,PlanEntity;Resource
RES_DAILY_SUPPLIES,生活必需品,应急资源,PlanEntity;Resource
RES_DONATIONS,社会捐赠物品,应急资源,PlanEntity;Resource
RES_EMERGENCY_PLATFORM,公路交通应急平台,应急资源,PlanEntity;Resource
RES_EMERGENCY_RESOURCE,应急保障资源,应急资源,PlanEntity;Resource
RES_EMERGENCY_VEHICLE,应急运输车辆,应急资源,PlanEntity;Resource
RES_EQUIPMENT,装备,应急资源,PlanEntity;Resource
RES_EQUIPMENT_SUPPLIES,应急机械及物资,应急资源,PlanEntity;Resource
RES_EXCAVATOR,挖掘机,应急资源,PlanEntity;Resource
RES_FLATBED,平板拖车,应急资源,PlanEntity;Resource
RES_FUEL,燃料,应急资源,PlanEntity;Resource
RES_FUEL_TRUCK,运油车,应急资源,PlanEntity;Resource
RES_GENERATOR,发电机,应急资源,PlanEntity;Resource
RES_GRADER,平地机,应急资源,PlanEntity;Resource
RES_GRAVEL,碎石,应急资源,PlanEntity;Resource
RES_LIGHTING,照明,应急资源,PlanEntity;Resource
RES_LOADER,装载机,应急资源,PlanEntity;Resource
RES_MEDICINE,医药,应急资源,PlanEntity;Resource
RES_MOBILE_PLATFORM,移动应急平台,应急资源,PlanEntity;Resource
RES_NATIONAL_STOCK,国家公路交通应急物资储备,应急资源,PlanEntity;Resource
RES_OIL_ABSORBENT,吸油材料,应急资源,PlanEntity;Resource
RES_PERSONNEL,人员,应急资源,PlanEntity;Resource
RES_PROTECTIVE_GEAR,防护衣物及装备,应急资源,PlanEntity;Resource
RES_PUMP,大功率移动式水泵,应急资源,PlanEntity;Resource
RES_RELIEF_SUPPLIES,救灾物资,应急资源,PlanEntity;Resource
RES_RESCUE_FUNDS,抢险救灾资金,应急资源,PlanEntity;Resource
RES_RESCUE_VEHICLE,应急救援车辆,应急资源,PlanEntity;Resource
RES_SAFETY_SIGN,安全标志,应急资源,PlanEntity;Resource
RES_SAND_STONE,砂石,应急资源,PlanEntity;Resource
RES_SNOWPLOW,清雪车,应急资源,PlanEntity;Resource
RES_SNOW_AGENT,融雪剂,应急资源,PlanEntity;Resource
RES_SPREADER,撒布机,应急资源,PlanEntity;Resource
RES_STEEL_BRIDGE,钢桥,应急资源,PlanEntity;Resource
RES_STEEL_PLATE,钢板,应急资源,PlanEntity;Resource
RES_STOCK_SITE,国家公路交通应急物资储备点,应急资源,PlanEntity;Resource
RES_STOCK_SUPPLIES,储备物资,应急资源,PlanEntity;Resource
RES_SUPPLIES,物资,应急资源,PlanEntity;Resource
RES_TENT,帐篷,应急资源,PlanEntity;Resource
RES_TIMBER,木材,应急资源,PlanEntity;Resource
RES_TOOLKIT,车辆防护器材及常用维修工具,应急资源,PlanEntity;Resource
RES_TRANSPORT_RESERVE,应急运力储备,应急资源,PlanEntity;Resource
RES_VEHICLES,车辆,应急资源,PlanEntity;Resource
RES_WATER,饮水,应急资源,PlanEntity;Resource
RES_WOVEN_BAG,编织袋,应急资源,PlanEntity;Resource
